top_category,top_material,top_color,top_color_code,bottom_category,bottom_material,bottom_color,bottom_color_code,shoes_category,shoes_material,shoes_color,shoes_color_code,style,temperature,weather_condition,score
Sweater,Denim,"[66, 147, 108]",118.33,Sweatpants,Wool,"[247, 139, 7]",156.24,Heels,Suede,"[207, 57, 221]",120.55,Business Casual,2,Windy,6.5
Sweater,Nylon,"[163, 58, 3]",83.12,Chinos,Velvet,"[40, 239, 217]",176.99,Espadrilles,Rubber,"[248, 133, 203]",175.37,Formal,34,Cloudy,2.5
Tank Top,Leather,"[5, 198, 16]",119.55,Leggings,Cotton,"[93, 114, 197]",117.18,Heels,Knit,"[231, 137, 118]",162.94,Formal,7,Rainy,5.0
Hoodie,Fleece,"[144, 206, 244]",191.79,Sweatpants,Denim,"[86, 161, 39]",124.67,Loafers,Velvet,"[27, 226, 54]",146.89,Elegant,34,Sunny,1.0
Hoodie,Denim,"[34, 199, 234]",153.65,Joggers,Fleece,"[225, 225, 56]",205.73,Boots,Velvet,"[155, 239, 186]",207.84,Elegant,18,Windy,3.0
T-shirt,Linen,"[95, 111, 135]",108.95,Sweatpants,Cotton,"[220, 219, 50]",200.03,Oxfords,Rubber,"[120, 118, 38]",109.48,Preppy,0,Cloudy,2.5
Polo,Fleece,"[165, 184, 102]",168.97,Joggers,Linen,"[230, 115, 212]",160.44,Sandals,Synthetic,"[3, 91, 136]",69.82,Sporty,34,Windy,5.0
Tank Top,Leather,"[218, 120, 225]",161.27,Trousers,Nylon,"[141, 13, 198]",72.36,Sandals,Synthetic,"[103, 75, 86]",84.63,Minimalist,14,Snowy,1.5
Blouse,Wool,"[212, 86, 136]",129.37,Skirt,Polyester,"[244, 145, 67]",165.71,Loafers,Canvas,"[204, 253, 207]",233.11,Formal,31,Windy,5.0
Blouse,Velvet,"[228, 53, 89]",109.43,Culottes,Linen,"[70, 211, 93]",155.39,Moccasins,Wool,"[201, 44, 242]",113.51,Business Casual,1,Sunny,5.0
Hoodie,Polyester,"[82, 188, 250]",163.37,Trousers,Silk,"[128, 37, 151]",77.2,Running Shoes,Suede,"[171, 11, 92]",68.07,Minimalist,26,Rainy,2.5
Coat,Linen,"[195, 166, 54]",161.9,Leggings,Polyester,"[102, 126, 100]",115.86,Oxfords,Suede,"[218, 202, 10]",184.9,Sporty,3,Snowy,2.5
Tank Top,Wool,"[22, 48, 5]",35.32,Trousers,Fleece,"[76, 50, 12]",53.44,Flip-Flops,Canvas,"[161, 64, 70]",93.69,Business Casual,18,Windy,5.0
Polo,Nylon,"[143, 219, 163]",189.89,Culottes,Velvet,"[102, 157, 205]",146.03,Sneakers,Knit,"[6, 214, 33]",131.17,Bohemian,18,Cloudy,5.0
T-shirt,Velvet,"[234, 95, 35]",129.72,Joggers,Cotton,"[153, 165, 157]",160.5,Running Shoes,Leather,"[63, 119, 17]",90.63,Casual,-2,Windy,2.5
Coat,Silk,"[17, 11, 33]",15.3,Culottes,Linen,"[250, 79, 196]",143.47,Sneakers,Velvet,"[79, 19, 52]",40.7,Sporty,17,Cloudy,5.0
Tunic,Denim,"[173, 81, 78]",108.17,Skirt,Linen,"[31, 16, 248]",46.93,Sandals,Velvet,"[251, 158, 127]",182.27,Vintage,22,Cloudy,5.0
Coat,Nylon,"[14, 41, 146]",44.9,Trousers,Polyester,"[222, 181, 238]",199.76,Boots,Mesh,"[246, 228, 176]",227.45,Minimalist,9,Cloudy,5.0
Blouse,Fleece,"[14, 166, 151]",118.84,Culottes,Linen,"[125, 38, 197]",82.14,Oxfords,Synthetic,"[1, 47, 112]",40.66,Bohemian,27,Windy,5.0
Blouse,Cotton,"[24, 143, 182]",111.86,Culottes,Leather,"[12, 106, 107]",78.01,Espadrilles,Mesh,"[58, 147, 43]",108.53,Vintage,17,Sunny,5.0
T-shirt,Fleece,"[123, 41, 124]",74.98,Culottes,Velvet,"[97, 222, 49]",164.9,Heels,Mesh,"[25, 76, 171]",71.58,Casual,3,Windy,2.5
Blouse,Cotton,"[183, 177, 44]",163.63,Skirt,Fleece,"[85, 210, 4]",149.14,Running Shoes,Wool,"[215, 29, 129]",96.01,Business Casual,-3,Sunny,2.5
Hoodie,Cotton,"[218, 254, 215]",238.79,Jeans,Polyester,"[122, 145, 21]",123.99,Oxfords,Canvas,"[180, 101, 139]",128.95,Bohemian,17,Sunny,5.0
Jacket,Polyester,"[100, 242, 32]",175.6,Skirt,Denim,"[70, 242, 87]",172.9,Sneakers,Denim,"[62, 7, 48]",28.12,Streetwear,10,Windy,5.0
Jacket,Denim,"[226, 125, 127]",155.43,Shorts,Linen,"[10, 30, 228]",46.59,Boots,Leather,"[232, 185, 96]",188.91,Formal,0,Rainy,4.5
Cardigan,Fleece,"[87, 35, 209]",70.38,Cargo Pants,Cotton,"[133, 38, 81]",71.31,Sandals,Knit,"[194, 158, 243]",178.45,Minimalist,18,Cloudy,5.0
Coat,Leather,"[23, 173, 164]",127.12,Sweatpants,Wool,"[252, 0, 202]",98.38,Flip-Flops,Knit,"[66, 240, 90]",170.87,Casual,31,Windy,2.5
Tank Top,Nylon,"[219, 44, 124]",105.44,Jeans,Fleece,"[133, 234, 77]",185.9,Espadrilles,Wool,"[101, 63, 111]",79.83,Vintage,10,Sunny,5.0
Polo,Velvet,"[12, 24, 175]",37.63,Cargo Pants,Fleece,"[21, 40, 90]",40.02,Heels,Suede,"[49, 123, 139]",102.7,Bohemian,23,Snowy,1.5
Polo,Nylon,"[125, 1, 250]",66.46,Shorts,Velvet,"[37, 48, 238]",66.37,Sandals,Knit,"[74, 54, 108]",66.14,Streetwear,1,Cloudy,2.5
Tank Top,Silk,"[208, 89, 223]",139.86,Culottes,Denim,"[178, 179, 101]",169.81,Espadrilles,Canvas,"[173, 20, 138]",79.2,Streetwear,-3,Rainy,2.5
Tunic,Leather,"[97, 49, 197]",80.22,Sweatpants,Velvet,"[56, 43, 239]",69.23,Boots,Canvas,"[182, 95, 211]",134.24,Preppy,19,Windy,5.0
T-shirt,Velvet,"[246, 76, 220]",143.25,Leggings,Polyester,"[92, 175, 185]",151.32,Oxfords,Velvet,"[40, 249, 236]",185.03,Preppy,5,Rainy,5.0
Hoodie,Wool,"[124, 0, 70]",45.06,Chinos,Silk,"[38, 193, 76]",133.32,Loafers,Wool,"[146, 237, 167]",201.81,Business Casual,2,Rainy,6.5
T-shirt,Nylon,"[33, 141, 155]",110.3,Chinos,Cotton,"[33, 133, 199]",110.62,Sandals,Suede,"[63, 80, 218]",90.65,Preppy,12,Cloudy,5.0
Tunic,Fleece,"[113, 2, 145]",51.49,Chinos,Silk,"[174, 68, 144]",108.36,Espadrilles,Denim,"[114, 50, 157]",81.33,Casual,2,Snowy,1.5
Hoodie,Velvet,"[155, 238, 148]",202.92,Skirt,Polyester,"[232, 146, 63]",162.25,Heels,Synthetic,"[19, 134, 137]",99.96,Bohemian,-1,Rainy,4.0
T-shirt,Linen,"[220, 25, 99]",91.74,Shorts,Leather,"[188, 248, 159]",219.91,Moccasins,Wool,"[239, 0, 190]",93.12,Minimalist,-3,Sunny,2.5
Polo,Cotton,"[101, 173, 43]",136.65,Jeans,Silk,"[88, 122, 200]",120.73,Heels,Velvet,"[142, 175, 98]",156.35,Minimalist,12,Snowy,1.5
Cardigan,Leather,"[167, 174, 13]",153.55,Shorts,Linen,"[252, 228, 82]",218.53,Running Shoes,Denim,"[145, 133, 115]",134.54,Casual,21,Cloudy,5.0
Jacket,Linen,"[120, 83, 71]",92.69,Chinos,Silk,"[124, 63, 135]",89.45,Running Shoes,Canvas,"[168, 48, 202]",101.44,Bohemian,8,Snowy,1.5
Blouse,Nylon,"[155, 245, 108]",202.47,Trousers,Wool,"[186, 236, 238]",221.28,Loafers,Canvas,"[109, 90, 219]",110.39,Formal,34,Cloudy,5.0
Jacket,Polyester,"[9, 246, 35]",151.08,Shorts,Leather,"[126, 154, 47]",133.43,Sandals,Denim,"[187, 227, 152]",206.49,Streetwear,15,Windy,5.0
Blouse,Wool,"[146, 254, 232]",219.2,Skirt,Velvet,"[9, 148, 102]",101.19,Moccasins,Synthetic,"[210, 207, 172]",203.91,Sporty,-3,Cloudy,2.5
T-shirt,Linen,"[96, 47, 14]",57.89,Jeans,Leather,"[183, 222, 80]",194.15,Loafers,Velvet,"[144, 232, 88]",189.27,Casual,26,Windy,5.0
Cardigan,Cotton,"[3, 245, 116]",157.94,Shorts,Silk,"[21, 145, 13]",92.88,Sandals,Suede,"[15, 124, 69]",85.14,Minimalist,-4,Sunny,2.5
Cardigan,Wool,"[139, 91, 203]",118.12,Sweatpants,Velvet,"[243, 21, 24]",87.72,Sandals,Wool,"[152, 139, 0]",127.04,Casual,28,Snowy,1.0
T-shirt,Silk,"[36, 241, 234]",178.91,Jeans,Fleece,"[110, 63, 165]",88.68,Flip-Flops,Synthetic,"[158, 139, 87]",138.75,Streetwear,16,Sunny,5.0
Jacket,Fleece,"[232, 168, 141]",184.06,Chinos,Velvet,"[86, 82, 98]",85.02,Boots,Mesh,"[127, 33, 72]",65.55,Elegant,3,Windy,6.0
Polo,Silk,"[230, 245, 188]",234.02,Skirt,Linen,"[82, 127, 86]",108.87,Flip-Flops,Synthetic,"[60, 197, 249]",161.97,Business Casual,4,Sunny,1.0
T-shirt,Silk,"[248, 144, 12]",160.05,Culottes,Silk,"[101, 45, 112]",69.38,Boots,Suede,"[109, 187, 5]",142.93,Preppy,1,Sunny,3.5
T-shirt,Linen,"[198, 76, 109]",116.24,Joggers,Silk,"[248, 247, 233]",245.7,Sneakers,Canvas,"[166, 42, 207]",97.89,Formal,0,Snowy,1.0
Polo,Linen,"[114, 223, 164]",183.68,Trousers,Denim,"[179, 180, 234]",185.86,Oxfords,Rubber,"[76, 58, 80]",65.89,Preppy,-1,Cloudy,5.0
T-shirt,Denim,"[223, 153, 36]",160.59,Cargo Pants,Denim,"[199, 238, 211]",223.26,Boots,Wool,"[176, 223, 74]",191.96,Bohemian,-4,Cloudy,3.5
Jacket,Wool,"[198, 169, 211]",182.46,Jeans,Linen,"[20, 172, 215]",131.45,Sneakers,Denim,"[222, 50, 36]",99.83,Bohemian,24,Windy,5.0
Jacket,Silk,"[50, 91, 121]",82.16,Joggers,Nylon,"[136, 29, 214]",82.08,Loafers,Suede,"[89, 133, 66]",112.21,Minimalist,20,Windy,5.0
Sweater,Denim,"[185, 236, 21]",196.24,Jeans,Fleece,"[245, 29, 191]",112.05,Heels,Canvas,"[88, 165, 221]",148.36,Preppy,-2,Windy,6.5
Cardigan,Polyester,"[224, 199, 192]",205.68,Leggings,Fleece,"[105, 60, 96]",77.56,Boots,Suede,"[43, 160, 250]",135.28,Formal,20,Sunny,5.0
Coat,Cotton,"[253, 205, 0]",195.98,Skirt,Polyester,"[221, 50, 123]",109.45,Moccasins,Wool,"[179, 125, 38]",131.23,Minimalist,21,Rainy,6.0
Blouse,Cotton,"[199, 240, 7]",201.18,Jeans,Polyester,"[245, 132, 103]",162.48,Sneakers,Canvas,"[65, 79, 124]",79.94,Casual,12,Sunny,5.0
Hoodie,Wool,"[161, 9, 162]",71.89,Joggers,Polyester,"[0, 235, 46]",143.19,Espadrilles,Rubber,"[26, 143, 29]",95.02,Vintage,30,Cloudy,2.5
Blouse,Denim,"[144, 210, 131]",181.26,Sweatpants,Linen,"[181, 153, 240]",171.29,Espadrilles,Leather,"[45, 6, 45]",22.11,Streetwear,8,Snowy,1.5
Cardigan,Leather,"[80, 24, 150]",55.11,Shorts,Leather,"[74, 78, 189]",89.46,Boots,Knit,"[146, 77, 131]",103.79,Streetwear,26,Windy,3.5
Cardigan,Polyester,"[116, 205, 188]",176.45,Trousers,Denim,"[79, 127, 85]",107.86,Sandals,Knit,"[12, 208, 72]",133.89,Vintage,25,Cloudy,5.0
Sweater,Denim,"[154, 10, 87]",61.83,Trousers,Wool,"[244, 213, 132]",213.03,Flip-Flops,Wool,"[231, 49, 165]",116.64,Sporty,15,Snowy,3.0
Blouse,Leather,"[85, 73, 70]",76.25,Jeans,Leather,"[174, 9, 22]",59.82,Heels,Rubber,"[88, 10, 53]",38.22,Streetwear,18,Windy,5.0
Jacket,Nylon,"[36, 54, 28]",45.65,Chinos,Velvet,"[47, 176, 82]",126.71,Boots,Rubber,"[114, 111, 3]",99.58,Bohemian,20,Snowy,3.5
Tank Top,Velvet,"[134, 240, 244]",208.76,Shorts,Silk,"[106, 196, 194]",168.86,Sneakers,Knit,"[74, 232, 186]",179.51,Elegant,10,Cloudy,3.0
Tank Top,Velvet,"[157, 194, 11]",162.07,Culottes,Denim,"[104, 118, 116]",113.59,Boots,Rubber,"[106, 203, 189]",172.4,Vintage,11,Windy,5.0
Hoodie,Fleece,"[188, 232, 113]",205.28,Skirt,Cotton,"[3, 102, 168]",79.92,Heels,Velvet,"[159, 58, 232]",108.03,Sporty,-2,Rainy,4.0
Blouse,Velvet,"[1, 170, 61]",107.04,Shorts,Silk,"[138, 151, 21]",132.29,Oxfords,Denim,"[83, 140, 24]",109.73,Casual,0,Sunny,2.5
Tank Top,Silk,"[201, 10, 126]",80.33,Joggers,Linen,"[112, 228, 97]",178.38,Loafers,Mesh,"[48, 81, 63]",69.08,Preppy,26,Sunny,5.0
T-shirt,Fleece,"[51, 132, 1]",92.85,Trousers,Leather,"[105, 84, 112]",93.47,Moccasins,Denim,"[108, 159, 67]",133.26,Preppy,24,Rainy,5.0
Polo,Nylon,"[17, 84, 105]",66.36,Trousers,Leather,"[80, 40, 204]",70.66,Boots,Canvas,"[183, 92, 203]",131.86,Preppy,5,Rainy,5.0
Tank Top,Leather,"[217, 169, 236]",190.99,Trousers,Leather,"[49, 232, 210]",174.78,Flip-Flops,Rubber,"[15, 211, 210]",152.28,Formal,23,Snowy,1.0
Blouse,Velvet,"[0, 171, 89]",110.52,Skirt,Leather,"[196, 176, 73]",170.24,Running Shoes,Synthetic,"[79, 169, 198]",145.4,Bohemian,22,Cloudy,5.0
Coat,Nylon,"[35, 240, 137]",166.96,Trousers,Nylon,"[69, 113, 132]",102.01,Oxfords,Suede,"[147, 106, 52]",112.1,Elegant,7,Windy,5.0
Coat,Cotton,"[88, 157, 82]",127.82,Shorts,Denim,"[206, 220, 178]",211.03,Loafers,Synthetic,"[148, 1, 205]",68.21,Formal,9,Windy,5.0
Cardigan,Nylon,"[37, 65, 153]",66.66,Cargo Pants,Linen,"[123, 136, 172]",136.22,Boots,Denim,"[203, 219, 20]",191.53,Elegant,15,Snowy,3.5
Hoodie,Polyester,"[43, 192, 202]",148.59,Shorts,Wool,"[48, 129, 99]",101.36,Heels,Suede,"[153, 168, 137]",159.98,Minimalist,15,Rainy,5.0
Tunic,Nylon,"[49, 221, 111]",157.03,Skirt,Polyester,"[58, 29, 3]",34.71,Sandals,Canvas,"[79, 83, 110]",84.88,Casual,21,Snowy,1.5
T-shirt,Fleece,"[221, 37, 251]",116.41,Chinos,Fleece,"[198, 228, 0]",193.04,Sneakers,Rubber,"[8, 45, 32]",32.45,Formal,13,Rainy,3.0
Blouse,Fleece,"[233, 175, 48]",177.86,Skirt,Polyester,"[207, 27, 110]",90.28,Oxfords,Mesh,"[162, 112, 124]",128.32,Vintage,20,Rainy,5.0
Jacket,Denim,"[87, 99, 237]",111.14,Cargo Pants,Leather,"[57, 155, 190]",129.69,Moccasins,Knit,"[26, 229, 172]",161.81,Bohemian,0,Cloudy,5.0
Coat,Denim,"[80, 255, 97]",184.66,Sweatpants,Fleece,"[12, 96, 222]",85.25,Espadrilles,Mesh,"[109, 200, 210]",173.93,Minimalist,3,Snowy,4.5
Polo,Nylon,"[156, 93, 137]",116.85,Leggings,Nylon,"[102, 8, 220]",60.27,Loafers,Denim,"[229, 96, 221]",150.02,Minimalist,29,Rainy,5.0
Hoodie,Denim,"[22, 231, 187]",163.49,Sweatpants,Wool,"[170, 66, 54]",95.73,Espadrilles,Leather,"[69, 253, 91]",179.52,Streetwear,33,Rainy,2.5
Tank Top,Linen,"[93, 161, 191]",144.09,Leggings,Cotton,"[125, 93, 251]",120.58,Flip-Flops,Canvas,"[9, 230, 221]",162.89,Sporty,26,Cloudy,5.0
Tunic,Linen,"[25, 86, 125]",72.21,Chinos,Velvet,"[130, 185, 198]",170.04,Sneakers,Leather,"[0, 127, 78]",83.44,Bohemian,-5,Snowy,1.5
Cardigan,Silk,"[59, 86, 250]",96.62,Chinos,Wool,"[92, 81, 185]",96.14,Sneakers,Leather,"[101, 149, 100]",129.06,Bohemian,14,Cloudy,5.0
Tunic,Wool,"[212, 41, 123]",101.48,Joggers,Velvet,"[4, 202, 31]",123.3,Running Shoes,Canvas,"[42, 209, 170]",154.62,Streetwear,16,Windy,5.0
Tank Top,Linen,"[102, 105, 197]",114.59,Shorts,Silk,"[92, 82, 198]",98.21,Sandals,Knit,"[87, 0, 3]",26.35,Preppy,33,Rainy,5.0
Tunic,Cotton,"[195, 57, 130]",106.58,Joggers,Leather,"[44, 4, 74]",23.94,Boots,Wool,"[80, 101, 89]",93.35,Streetwear,35,Snowy,2.0
Jacket,Nylon,"[119, 88, 204]",110.49,Joggers,Fleece,"[147, 21, 15]",57.99,Sneakers,Canvas,"[157, 114, 169]",133.13,Formal,21,Windy,3.0
Polo,Polyester,"[224, 142, 133]",165.49,Culottes,Cotton,"[98, 18, 23]",42.49,Sneakers,Leather,"[122, 68, 81]",85.63,Minimalist,29,Windy,5.0
Jacket,Velvet,"[40, 55, 118]",57.7,Chinos,Velvet,"[114, 189, 53]",151.07,Sandals,Velvet,"[177, 96, 174]",129.11,Formal,-2,Windy,5.0
Tunic,Leather,"[229, 75, 189]",134.04,Skirt,Fleece,"[189, 120, 151]",144.16,Sandals,Synthetic,"[109, 102, 236]",119.37,Streetwear,13,Windy,5.0
Tank Top,Leather,"[206, 31, 52]",85.72,Jeans,Polyester,"[191, 208, 210]",203.14,Sandals,Velvet,"[253, 226, 187]",229.63,Vintage,22,Snowy,1.5
Polo,Fleece,"[23, 224, 211]",162.42,Leggings,Velvet,"[38, 64, 80]",58.05,Heels,Knit,"[2, 138, 130]",96.42,Bohemian,10,Snowy,1.5
Sweater,Polyester,"[6, 114, 159]",86.84,Skirt,Nylon,"[37, 17, 181]",41.68,Boots,Wool,"[7, 176, 145]",121.94,Minimalist,3,Rainy,5.0
Polo,Leather,"[254, 210, 132]",214.26,Trousers,Wool,"[106, 80, 98]",89.83,Moccasins,Suede,"[254, 64, 83]",122.98,Bohemian,6,Windy,5.0
T-shirt,Silk,"[54, 136, 205]",119.35,Shorts,Linen,"[130, 4, 215]",65.73,Loafers,Canvas,"[141, 14, 174]",70.21,Casual,4,Sunny,2.5
Tunic,Wool,"[77, 3, 160]",43.02,Sweatpants,Velvet,"[159, 214, 58]",179.77,Flip-Flops,Leather,"[169, 229, 236]",211.86,Formal,18,Cloudy,3.0
Polo,Polyester,"[53, 120, 100]",97.69,Jeans,Fleece,"[12, 139, 127]",99.66,Sneakers,Synthetic,"[9, 141, 185]",106.55,Casual,-3,Rainy,5.0
Blouse,Denim,"[200, 107, 123]",136.63,Trousers,Velvet,"[237, 159, 122]",178.1,Sandals,Synthetic,"[83, 249, 167]",190.02,Business Casual,19,Rainy,3.0
Cardigan,Polyester,"[74, 82, 88]",80.29,Cargo Pants,Wool,"[255, 209, 30]",202.35,Heels,Mesh,"[196, 173, 222]",185.46,Bohemian,25,Sunny,5.0
Jacket,Leather,"[173, 9, 70]",64.99,Cargo Pants,Fleece,"[177, 25, 176]",87.66,Sneakers,Suede,"[186, 42, 126]",94.63,Casual,3,Rainy,6.0
Tank Top,Fleece,"[29, 78, 187]",75.77,Shorts,Fleece,"[22, 28, 188]",44.45,Oxfords,Mesh,"[238, 30, 12]",90.14,Elegant,16,Snowy,1.5
Coat,Nylon,"[121, 31, 238]",81.51,Jeans,Wool,"[220, 115, 131]",148.22,Heels,Wool,"[81, 134, 157]",120.77,Casual,12,Rainy,6.0
Jacket,Fleece,"[95, 109, 229]",118.49,Jeans,Silk,"[17, 178, 238]",136.7,Boots,Mesh,"[245, 234, 225]",236.26,Sporty,26,Rainy,4.5
Tunic,Fleece,"[24, 177, 130]",125.9,Trousers,Polyester,"[55, 235, 253]",183.23,Espadrilles,Leather,"[21, 78, 232]",78.51,Formal,5,Windy,5.0
Cardigan,Denim,"[172, 61, 92]",97.72,Leggings,Leather,"[229, 210, 225]",217.39,Sandals,Leather,"[147, 50, 235]",100.09,Bohemian,21,Rainy,3.0
Sweater,Silk,"[112, 170, 186]",154.48,Sweatpants,Linen,"[45, 103, 203]",97.06,Running Shoes,Suede,"[159, 163, 18]",145.27,Preppy,3,Sunny,6.5
Jacket,Denim,"[20, 8, 157]",28.57,Trousers,Linen,"[164, 72, 125]",105.55,Boots,Denim,"[72, 84, 255]",99.91,Sporty,-1,Cloudy,6.0
Blouse,Denim,"[126, 241, 202]",202.17,Trousers,Denim,"[189, 245, 28]",203.52,Loafers,Leather,"[237, 37, 27]",95.66,Streetwear,0,Sunny,3.5
Blouse,Wool,"[10, 112, 212]",92.9,Culottes,Fleece,"[162, 15, 27]",60.32,Loafers,Leather,"[9, 223, 110]",146.13,Formal,16,Snowy,1.5
Tank Top,Leather,"[78, 136, 236]",130.06,Shorts,Wool,"[56, 93, 175]",91.28,Sneakers,Leather,"[236, 26, 190]",107.49,Preppy,7,Cloudy,5.0
T-shirt,Leather,"[110, 193, 67]",153.82,Chinos,Nylon,"[142, 47, 75]",78.6,Running Shoes,Rubber,"[7, 178, 193]",128.58,Business Casual,27,Cloudy,5.0
Cardigan,Polyester,"[66, 4, 192]",43.97,Trousers,Leather,"[0, 141, 126]",97.13,Espadrilles,Leather,"[65, 79, 181]",86.44,Formal,17,Snowy,1.5
Cardigan,Silk,"[105, 205, 90]",161.99,Chinos,Denim,"[216, 43, 98]",101.0,Boots,Canvas,"[47, 53, 76]",53.83,Vintage,9,Sunny,5.0
Cardigan,Velvet,"[222, 176, 75]",178.24,Shorts,Leather,"[2, 237, 221]",164.91,Sandals,Leather,"[23, 106, 81]",78.33,Sporty,15,Windy,5.0
Tunic,Velvet,"[44, 166, 110]",123.14,Cargo Pants,Linen,"[33, 33, 49]",34.82,Flip-Flops,Rubber,"[0, 127, 248]",102.82,Elegant,19,Sunny,3.0
Tunic,Cotton,"[158, 196, 50]",167.99,Trousers,Velvet,"[88, 135, 42]",110.34,Sandals,Mesh,"[207, 118, 176]",151.22,Casual,4,Snowy,1.5
Jacket,Silk,"[70, 248, 223]",191.93,Shorts,Polyester,"[12, 108, 120]",80.66,Heels,Canvas,"[72, 38, 196]",66.18,Bohemian,28,Snowy,1.5
Tank Top,Leather,"[49, 128, 55]",96.06,Leggings,Cotton,"[244, 44, 49]",104.37,Flip-Flops,Leather,"[10, 73, 19]",48.01,Minimalist,23,Rainy,3.0
Tank Top,Velvet,"[24, 196, 197]",144.69,Jeans,Fleece,"[55, 216, 128]",157.83,Oxfords,Mesh,"[130, 121, 195]",132.13,Formal,28,Rainy,5.0
Coat,Polyester,"[152, 21, 4]",58.23,Sweatpants,Silk,"[7, 98, 175]",79.57,Oxfords,Suede,"[201, 158, 89]",162.99,Vintage,17,Windy,5.0
Hoodie,Fleece,"[179, 10, 227]",85.27,Trousers,Velvet,"[55, 12, 23]",26.11,Sandals,Rubber,"[174, 101, 244]",139.13,Minimalist,13,Snowy,1.5
Sweater,Denim,"[204, 239, 47]",206.65,Cargo Pants,Silk,"[211, 19, 188]",95.67,Espadrilles,Knit,"[198, 99, 116]",130.54,Formal,24,Snowy,3.0
Coat,Wool,"[245, 161, 24]",170.5,Shorts,Linen,"[157, 222, 9]",178.28,Loafers,Mesh,"[73, 101, 155]",98.78,Vintage,5,Windy,5.0
Hoodie,Linen,"[11, 209, 155]",143.64,Jeans,Velvet,"[146, 220, 103]",184.54,Moccasins,Synthetic,"[247, 195, 41]",192.99,Business Casual,33,Snowy,1.0
Tunic,Velvet,"[160, 213, 19]",175.04,Trousers,Polyester,"[128, 206, 252]",187.92,Heels,Denim,"[110, 212, 246]",185.38,Streetwear,13,Rainy,5.0
Jacket,Leather,"[109, 60, 26]",70.78,Skirt,Velvet,"[226, 22, 98]",91.66,Sneakers,Synthetic,"[211, 40, 105]",98.54,Formal,35,Rainy,4.0
Tunic,Polyester,"[52, 100, 6]",74.93,Skirt,Polyester,"[203, 246, 22]",207.61,Moccasins,Wool,"[21, 64, 252]",72.57,Elegant,23,Cloudy,5.0
Tank Top,Silk,"[127, 124, 38]",115.09,Joggers,Nylon,"[203, 237, 105]",211.79,Sneakers,Rubber,"[183, 232, 137]",206.52,Bohemian,15,Cloudy,5.0
Tunic,Nylon,"[232, 41, 243]",121.14,Culottes,Wool,"[166, 232, 146]",202.46,Moccasins,Velvet,"[174, 82, 234]",126.84,Minimalist,19,Sunny,5.0
Cardigan,Polyester,"[143, 248, 129]",203.04,Shorts,Nylon,"[153, 98, 35]",107.26,Loafers,Mesh,"[15, 40, 182]",48.71,Streetwear,0,Cloudy,1.0
Polo,Linen,"[184, 35, 131]",90.49,Joggers,Nylon,"[146, 196, 2]",158.93,Espadrilles,Knit,"[89, 93, 95]",92.03,Elegant,29,Rainy,5.0
Blouse,Fleece,"[121, 54, 196]",90.22,Leggings,Polyester,"[90, 17, 141]",52.96,Running Shoes,Leather,"[103, 35, 120]",65.02,Streetwear,19,Sunny,5.0
Tunic,Fleece,"[80, 186, 167]",152.14,Skirt,Cotton,"[195, 196, 91]",183.73,Espadrilles,Rubber,"[244, 41, 47]",102.38,Bohemian,35,Snowy,1.5
Tank Top,Fleece,"[153, 177, 87]",159.56,Shorts,Leather,"[248, 103, 48]",140.09,Moccasins,Canvas,"[29, 187, 65]",125.85,Elegant,-5,Sunny,2.5
Cardigan,Fleece,"[131, 206, 70]",168.07,Skirt,Nylon,"[192, 109, 173]",141.11,Sneakers,Mesh,"[154, 250, 63]",199.98,Minimalist,23,Rainy,5.0
Blouse,Denim,"[208, 59, 118]",110.28,Jeans,Denim,"[192, 126, 28]",134.56,Espadrilles,Mesh,"[63, 65, 16]",58.82,Bohemian,20,Cloudy,5.0
Sweater,Denim,"[201, 183, 180]",188.04,Chinos,Polyester,"[113, 99, 45]",97.03,Sandals,Rubber,"[0, 125, 114]",86.37,Preppy,23,Windy,5.0
Polo,Velvet,"[21, 247, 145]",167.8,Jeans,Velvet,"[43, 195, 171]",146.82,Oxfords,Synthetic,"[207, 176, 171]",184.7,Formal,-2,Sunny,5.0
Cardigan,Silk,"[36, 37, 115]",45.59,Shorts,Velvet,"[67, 78, 214]",90.21,Flip-Flops,Leather,"[222, 53, 66]",105.01,Business Casual,11,Cloudy,5.0
Coat,Fleece,"[221, 246, 25]",213.33,Shorts,Denim,"[226, 44, 57]",99.9,Boots,Denim,"[181, 51, 25]",86.91,Sporty,2,Sunny,5.0
Coat,Nylon,"[214, 215, 26]",193.16,Jeans,Fleece,"[136, 33, 41]",64.71,Boots,Synthetic,"[69, 96, 161]",95.34,Minimalist,31,Rainy,2.0
Tunic,Nylon,"[31, 1, 253]",38.7,Sweatpants,Fleece,"[112, 65, 210]",95.58,Boots,Velvet,"[46, 1, 27]",17.42,Vintage,21,Windy,5.0
Sweater,Leather,"[212, 230, 223]",223.82,Cargo Pants,Wool,"[250, 35, 88]",105.33,Moccasins,Suede,"[253, 186, 153]",202.27,Casual,0,Cloudy,6.5
Jacket,Linen,"[83, 98, 127]",96.82,Culottes,Polyester,"[132, 216, 107]",178.46,Sneakers,Wool,"[230, 47, 210]",120.3,Elegant,33,Snowy,1.0
Coat,Fleece,"[247, 214, 14]",201.07,Chinos,Fleece,"[250, 253, 5]",223.83,Moccasins,Denim,"[70, 154, 118]",124.78,Minimalist,1,Cloudy,6.5
